type,broker,price,beds,baths,sqft,address,state,address_full,lat,lon,sub_locality
House,RE MAX Edge,799000,3,2,2184,935 E 32nd St,"Brooklyn, NY 11210","935 E 32nd StBrooklyn, NY 11210",40.6284586,-73.9450168,Kings County
House,Chase Real Properties Llc,715000,4,2,1866,405 Turneur Ave,"Bronx, NY 10473","405 Turneur AveBronx, NY 10473",40.8151628,-73.8462531,Bronx County
Condo,Corcoran Westside Columbus,925000,2,2,1033,77 E 110th St Apt 6A,"New York, NY 10029","77 E 110th St Apt 6ANew York, NY 10029",40.7958546,-73.9464985,New York County
Multi-family home,Exp Realty,750000,5,3,3327,4251 Carpenter Ave,"Bronx, NY 10466","4251 Carpenter AveBronx, NY 10466",40.8959505,-73.859572,Bronx County
Condo,Anita Loewy,2795000,2,2,1372,20 W 64th St Unit 18K,"New York, NY 10023","20 W 64th St Unit 18KNew York, NY 10023",40.7716812,-73.9815796,New York County
Multi-family home,COMPASS REALTY CENTRAL INC,1560000,5,2,2184,1919 67th St,"Brooklyn, NY 11204","1919 67th StBrooklyn, NY 11204",40.6165009,-73.9885469,Kings County
Pending,Douglas Elliman - Bayside,780000,3,2,1900,250-38 39th Rd,"Little Neck, NY 11363","250-38 39th RdLittle Neck, NY 11363",40.7742555,-73.7407295,Queens County
Co-op,Douglas Elliman - 690 Washington,1199000,2,2,1000,52 E 78th St Unit 3C,"New York, NY 10075","52 E 78th St Unit 3CNew York, NY 10075",40.775154,-73.962097,New York County
Condo,Serhant,2850000,3,2,1912,60 Broadway Apt 8J,"Brooklyn, NY 11249","60 Broadway Apt 8JBrooklyn, NY 11249",40.7102929,-73.9660133,Kings County
Multi-family home,Axe Realty NYC LLC,680000,3,2,2375,3950 Hill Ave,"Bronx, NY 10466","3950 Hill AveBronx, NY 10466",40.8902197,-73.8385449,Bronx County
Co-op,Corcoran West Side,530000,1,1,2184,16 Park Ave # 8C,"New York, NY 10016","16 Park Ave # 8CNew York, NY 10016",40.7478025,-73.9811899,New York County
Pending,Douglas Elliman - 575 Madison Ave,595000,1,1,2184,210 Sixth Ave Unit 1G,"New York, NY 10014","210 Sixth Ave Unit 1GNew York, NY 10014",40.7271763,-74.0030659,New York County
Co-op,COMPASS,475000,2,1,2184,33-55 14th St Unit 4A,"Astoria, NY 11106","33-55 14th St Unit 4AAstoria, NY 11106",40.7640468,-73.934811,Queens County
House,Hometown Properties,1049000,3,1,1683,467 82nd St,"Brooklyn, NY 11209","467 82nd StBrooklyn, NY 11209",40.6249039,-74.0253417,Kings County
Multi-family home,Aida Home Realty,995000,7,5,2184,153-41 Sapphire St,"Howard Beach, NY 11414","153-41 Sapphire StHoward Beach, NY 11414",40.6642913,-73.8554975,Queens County
Co-op,Hometown Properties,245000,1,1,550,7200 Ridge Blvd Unit 409,"Brooklyn, NY 11209","7200 Ridge Blvd Unit 409Brooklyn, NY 11209",40.6339001,-74.0299973,Kings County
Condo,"MAXIMILLION REALTY, INC.",695000,2,2,1080,601 Surf Ave Apt 8C,"Brooklyn, NY 11224","601 Surf Ave Apt 8CBrooklyn, NY 11224",40.5754825,-73.9747644,Kings County
Contingent,VYLLA Homes,436000,2,1,912,43 Purdy Pl,"Staten Island, NY 10309","43 Purdy PlStaten Island, NY 10309",40.5132319,-74.1952211,Richmond County
Condo,Winzone Realty Inc,555000,2,1,2184,7613 Ditmars Blvd Unit A2,"East Elmhurst, NY 11370","7613 Ditmars Blvd Unit A2East Elmhurst, NY 11370",40.7689132,-73.8929233,Queens County
Multi-family home,Momentum Real Estate Llc,928000,3,4,1640,223 43rd St,"Brooklyn, NY 11232","223 43rd StBrooklyn, NY 11232",40.6527672,-74.0120752,Kings County
House,Realty Connect USA LLC,725000,3,2,2184,117-75 141st St,"Jamaica, NY 11436","117-75 141st StJamaica, NY 11436",40.6763934,-73.7998105,Queens County
Pending,EXP Realty,938000,2,2,1700,66-43 Alderton St,"Rego Park, NY 11374","66-43 Alderton StRego Park, NY 11374",40.7183478,-73.858704,Queens County
Co-op,RE MAX Edge,199000,1,1,550,2607 Avenue O Apt 4A,"Brooklyn, NY 11210","2607 Avenue O Apt 4ABrooklyn, NY 11210",40.614409,-73.9479665,Kings County
Multi-family home,Lavilla Homes Inc,854000,6,2,2184,2671 Bainbridge Ave,"Bronx, NY 10458","2671 Bainbridge AveBronx, NY 10458",40.8655935,-73.8916669,Bronx County
House,Excell Choice Realty,1439000,4,2,2184,229 Monroe St,"Bedford Stuyvesant, NY 11216","229 Monroe StBedford Stuyvesant, NY 11216",40.6857744,-73.9493686,Kings County
Contingent,eXp Realty NYC,389000,1,1,2184,152 E 83rd St Apt 5D,"New York, NY 10028","152 E 83rd St Apt 5DNew York, NY 10028",40.777093,-73.956552,New York County
Co-op,Douglas Elliman - 237 Smith St,475000,2,1,975,2260 Benson Ave Apt 1L,"Brooklyn, NY 11214","2260 Benson Ave Apt 1LBrooklyn, NY 11214",40.5989402,-73.9939759,Kings County
Condo,COMPASS,815000,2,2,1000,2652 E 18th St Unit 2A,"Brooklyn, NY 11235","2652 E 18th St Unit 2ABrooklyn, NY 11235",40.5869733,-73.9514755,Kings County
Condo,Bhuiyan Properties LLC,474000,2,1,750,848 43rd St Apt 22,"Brooklyn, NY 11232","848 43rd St Apt 22Brooklyn, NY 11232",40.6442712,-73.9986359,Kings County
Condo,COMPASS,2350000,2,2,1572,300 W 18th St Unit 2,"Manhattan, NY 10011","300 W 18th St Unit 2Manhattan, NY 10011",40.7422513,-74.0010561,New York County
Co-op,Corcoran Westside Columbus,1325000,2,2,1250,260 W End Ave Apt 7A,"New York, NY 10023","260 W End Ave Apt 7ANew York, NY 10023",40.779515,-73.9844714,New York County
Co-op,MNS,590000,2,1,800,800 E 17th St Apt 4A,"Brooklyn, NY 11230","800 E 17th St Apt 4ABrooklyn, NY 11230",40.6311681,-73.9610093,Kings County
Condo,COMPASS,610000,1,1,673,21 S End Ave Apt 435,"Manhattan, NY 10280","21 S End Ave Apt 435Manhattan, NY 10280",40.7082816,-74.0180413,New York County
Pending,Douglas Elliman - Bayside,1238000,3,2,1550,44-11 192nd St,"Flushing, NY 11358","44-11 192nd StFlushing, NY 11358",40.7561033,-73.7889919,Queens County
Multi-family home,Keller Williams Rlty Landmark,789000,4,2,2184,941 E 46th St,"Brooklyn, NY 11203","941 E 46th StBrooklyn, NY 11203",40.6382091,-73.9325492,Kings County
Contingent,RE/MAX Elite,699888,3,2,1870,94 Lorraine Ave,"Staten Island, NY 10312","94 Lorraine AveStaten Island, NY 10312",40.541476,-74.174618,Richmond County
Condo,"Nest Seekers International, Midtown",1299000,1,2,1066,117 E 57th St Units 34 & 35C,"New York, NY 10022","117 E 57th St Units 34 & 35CNew York, NY 10022",40.7617181,-73.969764,New York County
House,Ozana Realty Group,632000,4,2,1496,40 Princeton Ln,"Staten Island, NY 10312","40 Princeton LnStaten Island, NY 10312",40.5533858,-74.1974018,Richmond County
Co-op,Olam Realty Group,499000,2,1,2184,67-66 108th St Unit B47,"Forest Hills, NY 11375","67-66 108th St Unit B47Forest Hills, NY 11375",40.7272034,-73.8471901,Queens County
Pending,NoBroker,895000,2,1,2184,365 W 20th St Apt 9C,"Manhattan, NY 10011","365 W 20th St Apt 9CManhattan, NY 10011",40.7443407,-74.0016248,New York County
Condo,Brown Harris Stevens - 129 Montague Street,800000,2,1,850,1240 Bedford Ave Apt 1F,"Brooklyn, NY 11216","1240 Bedford Ave Apt 1FBrooklyn, NY 11216",40.6813996,-73.9537521,Kings County
Condo,COMPASS,725000,1,1,696,190 Lefferts Pl Apt 5,"Brooklyn, NY 11238","190 Lefferts Pl Apt 5Brooklyn, NY 11238",40.6802147,-73.9567445,Kings County
Co-op,COMPASS,349500,1,1,900,111-39 76th Rd Unit F7,"Queens, NY 11375","111-39 76th Rd Unit F7Queens, NY 11375",40.7157399,-73.83672,Queens County
Co-op,Corcoran Westside Columbus,625000,2,1,2184,2790 Broadway Apt 5A,"New York, NY 10025","2790 Broadway Apt 5ANew York, NY 10025",40.8025988,-73.9673459,New York County
Multi-family home,Richmont Realty,1090000,5,3,2184,22-08 Greene Ave,"Ridgewood, NY 11385","22-08 Greene AveRidgewood, NY 11385",40.7110433,-73.9060792,Queens County
Multi-family home,Winzone Realty Inc,1348000,6,3,2184,112-18 38 Ave,"Corona, NY 11368","112-18 38 AveCorona, NY 11368",40.7535493,-73.8547131,Queens County
Co-op,Sotheby's International Realty - East Side Manhattan Brokerage,2975000,3,2,2184,829 Park Ave Apt 11B,"New York, NY 10021","829 Park Ave Apt 11BNew York, NY 10021",40.7733572,-73.961686,New York County
