type,broker,price,beds,baths,sqft,address,state,address_full,lat,lon,sub_locality
House,Howard Hanna | Rand Realty,549000,5,3,496,2808 Wickham Ave,"Bronx, NY 10469","2808 Wickham AveBronx, NY 10469",40.8679701,-73.836565,Bronx County
House,RE MAX Elite,1088888,3,4,1320,1568 W 2nd St,"Brooklyn, NY 11204","1568 W 2nd StBrooklyn, NY 11204",40.6090909,-73.9762651,Kings County
House,CAROZZA NICHOLAS M,888000,4,2,2686,3079 Giegerich Pl,"Bronx, NY 10465","3079 Giegerich PlBronx, NY 10465",40.8130775,-73.8063357,Bronx County
For sale,All American Realty Management,65000,3,1,230,1287266 45 Madison St Unit 1,"Manhattan, NY 10038","1287266 45 Madison St Unit 1Manhattan, NY 10038",40.7120703,-73.9983258,New York County
House,Real Broker NY LLC,1449999,3,2,2184,21-89 47th St,"Long Island City, NY 11105","21-89 47th StLong Island City, NY 11105",40.7697773,-73.9014478,Queens County
Coming Soon,Flateau Realty Corp,1695000,5,2,2250,871 Putnam Ave,"Ny, NY 11221","871 Putnam AveNy, NY 11221",40.686947,-73.9261885,Kings County
Townhouse,Sotheby's International Realty - Downtown Manhattan,1970000,4,4,2508,59 Duffield St,"Brooklyn, NY 11201","59 Duffield StBrooklyn, NY 11201",40.6965326,-73.9839654,Kings County
Co-op,COMPASS,1895000,2,2,2184,905 Union St Apt 1,"Brooklyn, NY 11215","905 Union St Apt 1Brooklyn, NY 11215",40.673976,-73.973535,Kings County
House,DiTommaso Real Estate,689000,3,2,1248,46 Kirshon Ave,"Staten Island, NY 10314","46 Kirshon AveStaten Island, NY 10314",40.6137764,-74.1600305,Richmond County
House,Martino Realty Group,649999,3,2,1440,219 Slater Blvd,"Staten Island, NY 10305","219 Slater BlvdStaten Island, NY 10305",40.5803331,-74.0885167,Richmond County
House,EXP Realty,669000,3,2,864,74 Holly St,"Staten Island, NY 10304","74 Holly StStaten Island, NY 10304",40.5993523,-74.0953882,Richmond County
House,Corcoran Westside Columbus,800000,3,2,825,1485 E 53rd St,"Brooklyn, NY 11234","1485 E 53rd StBrooklyn, NY 11234",40.6222734,-73.924094,Kings County
Co-op,COMPASS,2375000,1,2,2184,10 Bleecker St Apt 5D,"Manhattan, NY 10012","10 Bleecker St Apt 5DManhattan, NY 10012",40.7252187,-73.9929764,New York County
House,eXp Realty BKNY,390000,2,1,586,231 Freeborn St,"Staten Island, NY 10306","231 Freeborn StStaten Island, NY 10306",40.574103,-74.0931668,Richmond County
Condo,COMPASS,2250000,1,1,2184,302 W 12th St Apt 7F,"Manhattan, NY 10014","302 W 12th St Apt 7FManhattan, NY 10014",40.737308,-74.0046666,New York County
House,RE MAX Edge,1450000,4,2,2700,308 Poillon Ave,"Staten Island, NY 10312","308 Poillon AveStaten Island, NY 10312",40.5273093,-74.1753435,Richmond County
Condo,ROCKAWAY PROPERTIES,725000,2,2,792,627 Wilson Ave Apt 3,"Brooklyn, NY 11207","627 Wilson Ave Apt 3Brooklyn, NY 11207",40.6898164,-73.9062474,Kings County
Co-op,Sotheby's International Realty - Downtown Manhattan,269000,1,1,2184,4901 Henry Hudson Pkwy W Apt 5F,"Bronx, NY 10471","4901 Henry Hudson Pkwy W Apt 5FBronx, NY 10471",40.8968048,-73.9087471,Bronx County
Co-op,COMPASS,695000,2,2,2184,575 Park Ave Unit 1101,"Manhattan, NY 10065","575 Park Ave Unit 1101Manhattan, NY 10065",40.7651716,-73.9678719,New York County
House,Winzone Realty Inc,1300000,3,2,2184,246 Newman Ave,"Bronx, NY 10473","246 Newman AveBronx, NY 10473",40.8109146,-73.853921,Bronx County
Co-op,Ilite Realty Inc,459000,3,2,1250,2475 W 16th St Apt 19H,"Brooklyn, NY 11214","2475 W 16th St Apt 19HBrooklyn, NY 11214",40.5866482,-73.9845156,Kings County
House,"Robert DeFalco Realty, Inc.",689999,3,2,1008,596 College Ave,"Staten Island, NY 10302","596 College AveStaten Island, NY 10302",40.621814,-74.1406264,Richmond County
Co-op,Winzone Realty Inc,425000,3,2,1405,58-03 Calloway St Unit 2P2,"Corona, NY 11368","58-03 Calloway St Unit 2P2Corona, NY 11368",40.7381853,-73.8581248,Queens County
Co-op,Byson Real Estate Company - Byson Real Estate Company,1525000,2,2,2184,67 Riverside Dr Apt 1C,"New York, NY 10024","67 Riverside Dr Apt 1CNew York, NY 10024",40.784623,-73.9826586,New York County
House,"Robert DeFalco Realty, Inc.",519000,3,2,1480,62 Simmons Ln,"Staten Island, NY 10314","62 Simmons LnStaten Island, NY 10314",40.5939378,-74.1843153,Richmond County
Co-op,Queens Quality Management,358000,2,1,2184,212-79 16 Ave Unit 183,"Bayside, NY 11360","212-79 16 Ave Unit 183Bayside, NY 11360",40.7855174,-73.7797613,Queens County
Co-op,COMPASS,975000,3,1,2184,360 W 22nd St Apt 9J,"Manhattan, NY 10011","360 W 22nd St Apt 9JManhattan, NY 10011",40.7455051,-74.0016003,New York County
Co-op,Pride Estates,498000,2,1,975,138 71st St Apt E10,"Brooklyn, NY 11209","138 71st St Apt E10Brooklyn, NY 11209",40.6351164,-74.0311609,Kings County
Co-op,Laffey Real Estate,385000,1,2,900,1805 215th St Apt 4S,"Bayside, NY 11360","1805 215th St Apt 4SBayside, NY 11360",40.7839299,-73.77643,Queens County
Multi-family home,Progress Realty Inc.,999000,6,2,3144,851 Van Nest Ave,"Bronx, NY 10462","851 Van Nest AveBronx, NY 10462",40.8451067,-73.8601577,Bronx County
Co-op,COMPASS,399000,1,1,2184,34-41 85th St Unit 3U,"Jackson Heights, NY 11372","34-41 85th St Unit 3UJackson Heights, NY 11372",40.7531191,-73.8818757,Queens County
Contingent,Staten Island Premiere Properties,599000,4,4,2800,77 Harbour Ct,"Staten Island, NY 10308","77 Harbour CtStaten Island, NY 10308",40.5387352,-74.1423893,Richmond County
House,Staten Island Premiere Properties,829888,4,2,1800,70 Savo Loop,"Staten Island, NY 10309","70 Savo LoopStaten Island, NY 10309",40.521278,-74.2230351,New York County
Townhouse,"Dynasty Real Estate, Inc.",699998,3,2,1548,159 Freedom Ave,"Staten Island, NY 10314","159 Freedom AveStaten Island, NY 10314",40.5953144,-74.1628286,Richmond County
Co-op,Daniel Gale Sotheby's International Realty,1088000,5,2,2184,20 Continental Ave Unit 5EF,"Forest Hills, NY 11375","20 Continental Ave Unit 5EFForest Hills, NY 11375",40.7186003,-73.8453488,Queens County
House,WW Realty Group Inc,999000,6,2,1280,3426 Boller Ave,"Bronx, NY 10475","3426 Boller AveBronx, NY 10475",40.8808173,-73.8350832,Bronx County
Co-op,NextHome Residential,265000,1,1,700,23-45 Bell Blvd Unit 5K,"Bayside, NY 11360","23-45 Bell Blvd Unit 5KBayside, NY 11360",40.7824499,-73.7765099,Queens County
Co-op,"MAXIMILLION REALTY, INC.",288000,1,1,845,3901 Nostrand Ave Apt 4C,"Brooklyn, NY 11235","3901 Nostrand Ave Apt 4CBrooklyn, NY 11235",40.5894827,-73.9395372,Kings County
Co-op,COMPASS,999995,3,2,1750,205 E 63rd St Unit 11EF,"Manhattan, NY 10065","205 E 63rd St Unit 11EFManhattan, NY 10065",40.7640501,-73.964336,New York County
Co-op,Corcoran East Side,1495000,2,2,1350,200 E 74th St Apt 6B,"New York, NY 10021","200 E 74th St Apt 6BNew York, NY 10021",40.7708195,-73.9595235,New York County
Co-op,Corcoran Park Avenue South,925000,1,1,1000,235 E 73rd St # 4B,"New York, NY 10021","235 E 73rd St # 4BNew York, NY 10021",40.7699425,-73.9583558,New York County
Co-op,Realty Connect USA LLC,349000,2,1,2184,84-70 129 St N Unit 5U,"Kew Gardens, NY 11415","84-70 129 St N Unit 5UKew Gardens, NY 11415",40.7050355,-73.8241699,Queens County
Condo,AI Realty Brokerage LLC,2000000,4,4,3000,444 E 57th St Apt 2D,"New York, NY 10022","444 E 57th St Apt 2DNew York, NY 10022",40.7573479,-73.9614914,New York County
Condo,Century 21 Realty First,839000,3,2,1376,8895 26th Ave Apt 5A,"Brooklyn, NY 11214","8895 26th Ave Apt 5ABrooklyn, NY 11214",40.5905451,-73.9910402,Kings County
Co-op,Platinum Properties of Long Island,329000,1,1,820,111-39 76th Rd Unit E6,"Forest Hills, NY 11375","111-39 76th Rd Unit E6Forest Hills, NY 11375",40.7157399,-73.83672,Queens County
Multi-family home,Keller Williams Hudson Valley,899000,6,3,3683,948 E 217th St,"Bronx, NY 10469","948 E 217th StBronx, NY 10469",40.8796143,-73.856153,Bronx County
House,Citadel Circle Realty,615000,3,2,2184,534 Powell St,"Brownville, NY 11212","534 Powell StBrownville, NY 11212",40.6610456,-73.9019953,Kings County
Condo,Sotheby's International Realty - Downtown Manhattan,800000,2,2,1257,309 E 108th St Apt 5F,"New York, NY 10029","309 E 108th St Apt 5FNew York, NY 10029",40.7917785,-73.9406204,New York County
Condo,Coldwell Banker Advantage,430000,2,2,1248,527 Willow Rd E Unit 2,"Staten Island, NY 10314","527 Willow Rd E Unit 2Staten Island, NY 10314",40.6123868,-74.1511288,Richmond County
Contingent,Jessica Viola,499000,3,2,1288,625 Goethals Rd N,"Staten Island, NY 10314","625 Goethals Rd NStaten Island, NY 10314",40.6166867,-74.1576647,Richmond County
Co-op,Keller Williams Realty Liberty,439500,3,2,1400,83-80 118th St Unit 3O,"Kew Gardens, NY 11415","83-80 118th St Unit 3OKew Gardens, NY 11415",40.7047878,-73.8344551,Queens County
Co-op,Prime Properties Long Island,299000,1,1,2184,118-18 Union Tpke Unit 17G,"Kew Gardens, NY 11415","118-18 Union Tpke Unit 17GKew Gardens, NY 11415",40.7123992,-73.8339305,Queens County
Condo,RE MAX Distinguished Homes & Properties,200000,1,1,613,1700 Metropolitan Ave Apt Mh,"Bronx, NY 10462","1700 Metropolitan Ave Apt MhBronx, NY 10462",40.840459,-73.8542045,Bronx County
Co-op,Oxford Property Group,425000,3,1,2184,504 W 135th St Apt 1B,"New York, NY 10031","504 W 135th St Apt 1BNew York, NY 10031",40.8189893,-73.953108,New York County
Co-op,BESMATCH REAL ESTATE,69000,1,1,850,1185 Anderson Ave Apt 2E,"Bronx, NY 10452","1185 Anderson Ave Apt 2EBronx, NY 10452",40.8366623,-73.9239586,Bronx County
Condo,Corcoran West Side Gallery,1995000,3,2,1546,272 W 107th St Apt 8D,"New York, NY 10025","272 W 107th St Apt 8DNew York, NY 10025",40.8018548,-73.9672877,New York County
Co-op,COMPASS,230000,1,1,620,255 W 108th St Apt 1F,"Manhattan, NY 10025","255 W 108th St Apt 1FManhattan, NY 10025",40.8028416,-73.9670229,New York County
Co-op,Crifasi Real Estate Inc,220000,1,1,590,82-35 134th St Unit 2D,"Briarwood, NY 11435","82-35 134th St Unit 2DBriarwood, NY 11435",40.7130136,-73.8230375,Queens County
Co-op,E Realty International Corp,198000,3,1,2184,42-40 Bowne St Unit 6F,"Flushing, NY 11355","42-40 Bowne St Unit 6FFlushing, NY 11355",40.756144,-73.8213672,Queens County
Co-op,Brown Harris Stevens - 445 Park Avenue,1495000,1,2,2184,48 Gramercy Park N Apt 1B,"Manhattan, NY 10010","48 Gramercy Park N Apt 1BManhattan, NY 10010",40.7382884,-73.9851838,New York County
Co-op,Corcoran West Side,475000,1,1,615,520 E 90th St Apt 1L,"New York, NY 10128","520 E 90th St Apt 1LNew York, NY 10128",40.7779975,-73.9445342,New York County
Co-op,Rad Marketing Corp,199900,2,1,2184,234-04 131 Ave Unit 2,"Rosedale, NY 11422","234-04 131 Ave Unit 2Rosedale, NY 11422",40.6779049,-73.733881,Queens County
House,Joanne Costa Realty,1150000,2,2,1444,91 Flagg Ct,"Staten Island, NY 10304","91 Flagg CtStaten Island, NY 10304",40.5882505,-74.1087291,Richmond County
House,Corcoran Park Slope,1575000,3,2,2184,530 4th St,"Brooklyn, NY 11215","530 4th StBrooklyn, NY 11215",40.6683947,-73.9762195,Kings County
Co-op,KELLER WILLIAMS REALTY LANDMARK II,229000,1,1,2184,33-05 92nd St Unit 1B,"Jackson Heights, NY 11372","33-05 92nd St Unit 1BJackson Heights, NY 11372",40.7562792,-73.8758052,Queens County
Condo,C J Robin's Real Estate,320000,2,2,936,1860 Story Ave Unit 36C,"Bronx, NY 10473","1860 Story Ave Unit 36CBronx, NY 10473",40.8236857,-73.8611313,Bronx County
Co-op,RE MAX Edge,295000,2,1,700,1275 E 5th St Apt 6A,"Brooklyn, NY 11230","1275 E 5th St Apt 6ABrooklyn, NY 11230",40.6196386,-73.9707307,Kings County
House,Spire Group Inc.- Main Office,550000,3,2,2184,4211 Snyder Ave,"Brooklyn, NY 11203","4211 Snyder AveBrooklyn, NY 11203",40.6498755,-73.9375091,Kings County
Condo,Serhant,285000,2,1,1000,1439 Metropolitan Ave Apt 6A,"Bronx, NY 10462","1439 Metropolitan Ave Apt 6ABronx, NY 10462",40.8362269,-73.8612346,Bronx County
Co-op,Voro Llc,328000,1,1,800,83-30 Vietor Ave Unit 414,"Elmhurst, NY 11373","83-30 Vietor Ave Unit 414Elmhurst, NY 11373",40.743059,-73.880983,Queens County
Multi-family home,Skylux Realty,1388000,4,3,2184,25-02 169th St,"Flushing, NY 11358","25-02 169th StFlushing, NY 11358",40.774158,-73.7957477,Queens County
Multi-family home,New York Realty Minimax,2198888,7,6,2184,662 Seneca Ave,"Ridgewood, NY 11385","662 Seneca AveRidgewood, NY 11385",40.7032697,-73.9088462,Queens County
Multi-family home,Howard Hanna | Rand Realty,650000,6,2,2310,936 Taylor Ave,"Bronx, NY 10473","936 Taylor AveBronx, NY 10473",40.8244358,-73.8633737,Bronx County
Condo,Corcoran Park Avenue South,1100000,1,2,890,247 W 46th St Apt 1506,"New York, NY 10036","247 W 46th St Apt 1506New York, NY 10036",40.7598542,-73.9874427,New York County
Co-op,Corcoran Park Slope,849000,2,1,800,299 13th St Apt 3D,"Brooklyn, NY 11215","299 13th St Apt 3DBrooklyn, NY 11215",40.6662599,-73.9870141,Kings County
Co-op,HOULIHAN LAWRENCE - LaGrangeville,560000,3,1,550,165 W End Ave Apt 16C,"New York, NY 10023","165 W End Ave Apt 16CNew York, NY 10023",40.777244,-73.9868738,New York County
Co-op,RE MAX Elite,418888,2,1,900,946 59th St Apt 4B,"Brooklyn, NY 11219","946 59th St Apt 4BBrooklyn, NY 11219",40.6339124,-74.0058434,Kings County
Co-op,Sbny Re,199000,1,1,2184,67-38 108 St Unit D5,"Forest Hills, NY 11375","67-38 108 St Unit D5Forest Hills, NY 11375",40.7282899,-73.8472,Queens County
For sale,Sotheby's International Realty - East Side Manhattan Brokerage,815000,3,1,2184,310 E 46th St Apt 6S,"New York, NY 10017","310 E 46th St Apt 6SNew York, NY 10017",40.751918,-73.9698335,New York County
Condo,Signature Premier Properties,1025000,1,1,800,460 E 79th St Apt 9F,"New York, NY 10075","460 E 79th St Apt 9FNew York, NY 10075",40.7712538,-73.950858,New York County
Condo,COMPASS,1375000,1,2,920,188 E 64th St Apt 802,"Manhattan, NY 10065","188 E 64th St Apt 802Manhattan, NY 10065",40.7645034,-73.9648503,New York County
Condo,Keller Williams NYC,875000,3,2,1437,105 Bennett Ave Apt 21A,"New York, NY 10033","105 Bennett Ave Apt 21ANew York, NY 10033",40.8539526,-73.9345678,New York County
Multi-family home,"MAXIMILLION REALTY, INC.",1350000,6,3,3000,2535 E 24th St,"Brooklyn, NY 11235","2535 E 24th StBrooklyn, NY 11235",40.5902653,-73.9455056,Kings County
For sale,Corcoran Williamsburg Bedford,989000,7,3,2184,1408 Remsen Ave,"Brooklyn, NY 11236","1408 Remsen AveBrooklyn, NY 11236",40.6360957,-73.9018295,Kings County
Multi-family home,Scott Dobrin Realty,815156,4,4,2945,156 Davis Ave,"Staten Island, NY 10310","156 Davis AveStaten Island, NY 10310",40.6402659,-74.110402,Richmond County
Multi-family home,Momentum Real Estate Llc,1949000,3,5,2560,11 Brighton 10th Path,"Brooklyn, NY 11235","11 Brighton 10th PathBrooklyn, NY 11235",40.5813374,-73.9589282,Kings County
Multi-family home,Redfin Real Estate,669000,5,2,1893,418 Beach 37th St,"Far Rockaway, NY 11691","418 Beach 37th StFar Rockaway, NY 11691",40.5967151,-73.7696424,Queens County
Multi-family home,Fillmore Real Estate,900500,4,2,2184,10716 Avenue J,"Brooklyn, NY 11236","10716 Avenue JBrooklyn, NY 11236",40.6468871,-73.8907758,Kings County
Co-op,"CLAS - Classic Marketing, LLC",1465000,3,3,2184,215 E 73rd St Unit 4A,"New York, NY 10021","215 E 73rd St Unit 4ANew York, NY 10021",40.7701914,-73.9590118,New York County
For sale,Sotheby's International Realty - East Side Manhattan Brokerage,899000,3,1,1100,529 W 42nd St Apt 2G,"New York, NY 10036","529 W 42nd St Apt 2GNew York, NY 10036",40.7604194,-73.9968086,New York County
Condo,COMPASS,1100000,1,1,726,88 Greenwich St Apt 2307,"Manhattan, NY 10006","88 Greenwich St Apt 2307Manhattan, NY 10006",40.7078844,-74.0140879,New York County
Multi-family home,"Century 21 Amiable Realty Group II, Inc.",1199000,6,5,2184,151-42 82nd St,"Howard Beach, NY 11414","151-42 82nd StHoward Beach, NY 11414",40.6662035,-73.8525027,Queens County
For sale,Corcoran Chelsea/Flatiron,325000,2,1,2184,12 W 107th St Apt 2B,"New York, NY 10025","12 W 107th St Apt 2BNew York, NY 10025",40.7989043,-73.9604812,New York County
Multi-family home,Coldwell Banker American Homes,599000,4,3,1176,3100 Richmond Ter,"Staten Island, NY 10303","3100 Richmond TerStaten Island, NY 10303",40.638069,-74.1627747,New York County
Multi-family home,New York Realty Minimax,1230000,4,3,2184,74-06 64th Ln,"Ridgewood, NY 11385","74-06 64th LnRidgewood, NY 11385",40.700194,-73.8907488,Queens County
Co-op,Brown Harris Stevens - 445 Park Avenue,3950000,3,3,2184,2 Sutton Pl S Apt 19F,"Manhattan, NY 10022","2 Sutton Pl S Apt 19FManhattan, NY 10022",40.7573949,-73.9606545,New York County
House,OneSpace Realty Group LLC,799000,5,3,1800,1124 E 51st St,"Brooklyn, NY 11234","1124 E 51st StBrooklyn, NY 11234",40.6336127,-73.9276041,Kings County
House,"Robert DeFalco Realty, Inc.",1299900,4,4,2755,346 George St,"Staten Island, NY 10307","346 George StStaten Island, NY 10307",40.5065922,-74.2393503,Richmond County
Co-op,Corcoran Brooklyn Heights,370000,1,1,2184,100 Remsen St Apt 3F,"Brooklyn, NY 11201","100 Remsen St Apt 3FBrooklyn, NY 11201",40.6939582,-73.9943695,Kings County
For sale,Living NY - Main Office,3225,3,1,2184,635 W 170th St Apt 2C,"New York, NY 10032","635 W 170th St Apt 2CNew York, NY 10032",40.8434062,-73.9407947,New York County
Co-op,Douglas Elliman - 575 Madison Ave,3649000,3,2,2184,11 W 30th St Apt 11F,"New York, NY 10001","11 W 30th St Apt 11FNew York, NY 10001",40.7464683,-73.9872992,New York County
Multi-family home,"Empire City Properties, LLC",860000,5,3,2324,3743 Neptune Ave,"Brooklyn, NY 11224","3743 Neptune AveBrooklyn, NY 11224",40.5768936,-74.0048793,Kings County
House,Re/Max Edge,765000,3,4,2205,80 Longview Rd,"Staten Island, NY 10304","80 Longview RdStaten Island, NY 10304",40.611142,-74.0905357,Richmond County
Co-op,Douglas Elliman - 187 Seventh Ave,259000,1,1,750,3500 Snyder Ave Apt 5N,"Brooklyn, NY 11203","3500 Snyder Ave Apt 5NBrooklyn, NY 11203",40.6491203,-73.9440658,Kings County
Condo,Brown Harris Stevens,850000,2,2,1005,340 Cabrini Blvd Apt 501,"Manhattan, NY 10040","340 Cabrini Blvd Apt 501Manhattan, NY 10040",40.856444,-73.9377616,New York County
For sale,Living NY - Main Office,2494,2,1,2184,635 W 170th St Apt 4F,"New York, NY 10032","635 W 170th St Apt 4FNew York, NY 10032",40.8434062,-73.9407947,New York County
Condo,5 Boro Realty Corp,99000,1,1,2184,1368 E 92nd St Unit 300,"Brooklyn, NY 11236","1368 E 92nd St Unit 300Brooklyn, NY 11236",40.6372545,-73.9002674,Kings County
Co-op,Douglas Elliman - 1410 Cortelyou Rd,535000,1,1,750,192 E 8th St Apt 1C,"Brooklyn, NY 11218","192 E 8th St Apt 1CBrooklyn, NY 11218",40.6453011,-73.9723049,Kings County
Multi-family home,Coldwell Banker Advantage,849998,4,2,2342,358 Lamoka Ave,"Staten Island, NY 10312","358 Lamoka AveStaten Island, NY 10312",40.5487767,-74.1629254,Richmond County
For sale,Sotheby's International Realty - East Side Manhattan Brokerage,1100000,2,2,2184,2235 Frederick Douglass Blvd Apt 7K,"New York, NY 10027","2235 Frederick Douglass Blvd Apt 7KNew York, NY 10027",40.807426,-73.9535703,New York County
Multi-family home,SkyLimit Realty Group,998000,5,3,1574,60-17 59th Ave,"Maspeth, NY 11378","60-17 59th AveMaspeth, NY 11378",40.7190856,-73.9060914,Queens County
Multi-family home,CENTURY 21 Achievers,1500000,3,2,2184,3115 Glenwood Rd,"Brooklyn, NY 11210","3115 Glenwood RdBrooklyn, NY 11210",40.634316,-73.9462919,Kings County
Multi-family home,New Concept Sheiks Realty Inc.,875000,6,3,2860,1779 Edenwald Ave,"Bronx, NY 10466","1779 Edenwald AveBronx, NY 10466",40.8920958,-73.8487361,Bronx County
Condo,COMPASS,2350000,1,2,1144,456 W 19th St Units 4 & 5C,"Manhattan, NY 10011","456 W 19th St Units 4 & 5CManhattan, NY 10011",40.7449256,-74.0057175,New York County
Multi-family home,BESMATCH REAL ESTATE,850000,5,2,1908,4346 Edson Ave,"Bronx, NY 10466","4346 Edson AveBronx, NY 10466",40.8979269,-73.8463057,Bronx County
For sale,Sotheby's International Realty - Downtown Manhattan,4000000,3,2,2248,445 Lafayette St Apt 14A,"New York, NY 10003","445 Lafayette St Apt 14ANew York, NY 10003",40.7295412,-73.9913066,New York County
Co-op,Douglas Elliman - 575 Madison Ave,1200000,3,2,2184,955 Lexington Ave Unit 5C,"New York, NY 10021","955 Lexington Ave Unit 5CNew York, NY 10021",40.7687538,-73.9631311,New York County
